Incident Address,Missed Count,Fines,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
217 Blanton Ave,1,0,37210,WASTE IND,4409,17,1752100.11209752,657236.391538678
1018 N Graycroft Ave,1,0,37115,RED RIVER,3412,8,1755791.19845823,709806.199115297
312 Emery Dr,1,0,37214,RED RIVER,2502,15,1768678.59881866,663194.40059042
2449 Deerpath Dr,1,0,37217,RED RIVER,4502,29,1779551.99937273,637224.957347919
510 W Due West Ave,1,0,37115,RED RIVER,3212,8,1752283.99809,698231.999605214
1027 Lischey Ave,1,0,37207,METRO,9202,5,1743145.71268319,676862.079035988
1612 Clingmans Ct,1,0,37013,RED RIVER,4502,28,1772965.14098913,637964.722008914
604 Daisy Ct,1,0,37013,RED RIVER,3502,33,1790697.3030594,634762.155411416
1070 Rural Hill Rd,1,0,37013,RED RIVER,4504,32,1779574.02888693,632502.421548648
100 Graeme Dr,1,0,37214,RED RIVER,1504,15,1761320.19889735,670492.800607893
1016 Maynor Ave,1,0,37216,METRO,9505,5,1750596.57711029,683026.974735613
2917 Leatherwood Dr,1,0,37214,RED RIVER,2502,14,1774691.37791652,664291.738717001
3231 Spears Rd,1,0,37207,RED RIVER,2202,3,1739130.7339125,694402.506697636
2462 Eastland Ave,1,0,37206,RED RIVER,1201,6,1757398.21322989,672258.549377511
4007 Vailwood Dr,1,0,37215,RED RIVER,3304,34,1723083.69003007,646309.930585509
401 St Francis Ave,1,0,37205,METRO,9307,24,1725421.0011051,660128.801651519
6006 California Ave,1,0,37209,METRO,9302,20,1714816.10417717,667991.818533384
1408 23Rd Ave N,1,0,37208,METRO,9201,21,1728690.26833149,670075.809657714
329 Cherry St,1,0,37115,RED RIVER,3414,9,1759877.7989928,701650.399245105
902 Free Silver Rd,1,0,37207,RED RIVER,3202,2,1733388.92184892,682669.120385096
2823 Dickerson Pike,1,0,37207,RED RIVER,2201,8,1743736.19832038,687539.99972342
1015 W Trinity Ln,1,0,37218,RED RIVER,3202,2,1728551.40041505,682624.798181872
922 N 5Th St,1,0,37207,METRO,9202,5,1743278.59863162,675939.199767873
2007 Baptist World Center Dr,1,0,37207,RED RIVER,3202,2,1735372.0550073,682497.502692987
3225 Doverside Dr,1,0,37207,RED RIVER,2202,3,1739416.99872583,694994.399095128
647 River Rouge Dr,1,0,37209,RED RIVER,4205,20,1706617.00116419,664110.401364986
219 Townes Dr,1,0,37211,RED RIVER,4404,30,1762529.79197231,625966.092732504
4720 Apollo Dr,1,0,37013,RED RIVER,4501,28,1771545.12115121,632553.778711262
808 Broadway,1,0,37203,METRO,,19,1737474.59830344,665480.80019767
262 Collier Ave,1,0,37211,RED RIVER,4304,16,1749942.59890069,647448.800866358
1807 Sevier St B,1,0,37206,METRO,9508,6,1750397.41690261,668012.504224046
1308 Cadogan Way,1,0,37013,RED RIVER,4502,28,1773143.22237977,637813.956885484
902 Montrose Ave,1,0,37204,METRO,9403,17,1736952.66269151,652524.556743841
525 Leeanne Dr,1,0,37211,RED RIVER,2405,27,1752843.32519936,632091.882874379
553 Adamwood Dr,1,0,37211,RED RIVER,2404,27,1751927.94541262,632711.388739449
1205 Linden Ave,1,0,37212,METRO,9403,18,1735296.33466888,654014.498842828
4515 Nolensville Pike,1,0,37211,RED RIVER,2405,27,1754254.98016101,633760.058189319
5109 Hilson Rd,1,0,37211,RED RIVER,3401,27,1752650.7257865,627095.56486741
504 Purnell Dr,1,0,37211,RED RIVER,2405,27,1755754.08938024,630937.104932783
823 Percy Warner Blvd,1,0,37205,RED RIVER,1303,23,1706072.20156241,638146.401686085
2210 Sharondale Dr,1,0,37215,RED RIVER,2305,25,1728119.24755576,652775.475266036
255 Collier Ave,1,0,37211,RED RIVER,4304,16,1750246.59946883,647240.000330338
180 Carnavon Pkwy,1,0,37205,RED RIVER,1303,23,1701630.56235142,641363.094637831
184 Carnavon Pkwy,1,0,37205,RED RIVER,1303,23,1701528.21504496,641299.948508573
3033 Richmond Hill Dr,1,0,37207,RED RIVER,3201,2,1740152.19839184,691157.598964913
529 Bonerwood Dr,1,0,37211,RED RIVER,2405,27,1752182.77393662,632545.471788166
608 Sue Ct,1,0,37013,RED RIVER,4404,31,1762784.21522344,625037.743631789
5002 Lewisdale Ct,1,0,37211,RED RIVER,2405,27,1754442.51260086,631415.380840634
3326 Park Ave,1,0,37209,WASTE IND,3306,24,1724692.33213141,662994.500306525
421 Cedarcreek Trl,1,0,37211,RED RIVER,4403,31,1760180.88561883,621105.26359055
512 Patterson St,1,0,37211,METRO,9408,16,1748128.17629726,645124.206395132
4929 Aquatic Rd,1,0,37211,RED RIVER,2405,27,1755918.73596946,630642.493462387
4713 Crystal Brook Dr,1,0,37013,RED RIVER,4405,32,1768551.06726043,621671.655631793
3629 West End Ave,1,0,37205,RED RIVER,2304,24,1724320.23181193,656413.623910649
916 Cherry Plum Ct,1,0,37215,RED RIVER,3301,25,1727138.65022223,641149.9804091
2905 Simmons Ave,1,0,37211,RED RIVER,4304,16,1749576.19819511,647474.400060211
149 Jefferson Sq,1,0,37215,RED RIVER,3301,34,1723763.76149473,642992.063730874
4209 Kirtland Rd,1,0,37215,RED RIVER,3303,25,1726556.20078963,643878.402921159
5039 Hillsboro Pike,1,0,37215,,,34,1724793.4875535,642839.864415094
901 Paddock Park Dr,1,0,37220,RED RIVER,3302S,34,1733295.38199487,639742.380923682
1312 Hildreth Dr,1,0,37215,RED RIVER,3303,34,1728062.60164694,637906.402070721
2608 Albion St,1,0,37208,METRO,9303,21,1727382.31527478,667842.22494101
1811 Underwood St,1,0,37208,METRO,9208,21,1729725.78710298,670655.054441294
806 Lynnwood Blvd,1,0,37205,RED RIVER,3301,34,1717502.40045395,641005.210314448
240 Thuss Ave,1,0,37211,RED RIVER,4304,16,1751071.10717989,644824.386838064
3809 Brighton Rd,1,0,37205,RED RIVER,2304,24,1722429.31270968,653732.09628454
5424 Eulala Dr,1,0,37211,RED RIVER,3403,31,1760702.59880542,625404.000763478
11 N Hill St,1,0,37210,WASTE IND,4409,17,1743623.90872936,660381.389683278
2813 Vaulx Ln,1,0,37204,METRO,9404,17,1738068.19803808,652071.001756185
763 Huntington Pkwy,1,0,37211,RED RIVER,3402,27,1749264.40923501,626185.461815666
870 Kirkwood Ave,1,0,37204,METRO,9404,17,1737129.43956632,651484.098139041
3501 Woodmont Ln,1,0,37215,RED RIVER,2303,24,1720425.20078764,650202.701868024
709 Drummond Dr,1,0,37211,RED RIVER,4303,16,1756495.40087822,649063.200363333
258 Collier Ave,1,0,37211,RED RIVER,4304,16,1750112.19825952,647432.001209884
716 Cameo Dr,1,0,37211,RED RIVER,4303,16,1756712.99897286,649559.201811012
1426 15Th Ave S,1,0,37212,METRO,9407,17,1734874.39733907,658160.151023849
609 Cedar Ct,1,0,37211,RED RIVER,4403,27,1760076.37728201,623819.409195623
822 Horner Ave,1,0,37204,METRO,9404,17,1738646.15147073,652162.007905437
1014 Spain Ave,1,0,37216,METRO,9507,5,1749561.21899611,680449.788805707
2903 Dobbs Ave,1,0,37211,RED RIVER,4304,16,1751022.79306689,647388.341890632
836 Kirkwood Ave,1,0,37204,METRO,9404,17,1737864.19994802,651571.001238338
1704 Martin St,1,0,37203,METRO,9404,17,1741163.47834884,656941.653537325
1808 Stewart Pl,1,0,37203,METRO,9404,17,1740746.96163625,656500.970251766
191 Mccall St,1,0,37211,RED RIVER,4304,16,1751115.44445853,643548.763584012
2811 Vaulx Ln,1,0,37204,METRO,9404,17,1738029.79825792,652118.201073721
1716 Stewart Pl,1,0,37203,METRO,9404,17,1740774.56729084,656757.223386362
5306 Townes Ct,1,0,37211,RED RIVER,4404,27,1761184.46360189,627002.161381485
812 Kirkwood Ave,1,0,37204,METRO,9404,17,1738974.59985698,651751.000949861
820 Horner Ave,1,0,37204,METRO,9404,17,1738700.99894991,652088.600830942
1913 Electric Ave,1,0,37206,METRO,9508,6,1751058.62639776,668302.533027832
1717 15Th Ave S,1,0,37212,METRO,9407,17,1734513.79687324,657370.53719134
2702 Eastland Ave,1,0,37206,RED RIVER,1201,6,1758353.93701034,673292.101999976
2510 Eugenia Ave,1,0,37211,METRO,9404,17,1745621.82490757,650012.108828249
3804 Harding Pl,1,0,37215,RED RIVER,3301,34,1720068.33087845,641630.495832798
208 Joplin Ct,1,0,37210,RED RIVER,4303,16,1754390.04495517,648404.326702037
6620 Brookmont Ter,1,0,37205,RED RIVER,1303,23,1704251.52757747,640260.096455491
512 W Hillwood Dr,1,0,37205,RED RIVER,1305,23,1709446.72925199,654993.699479288
3329 Olsen Ln,1,0,37218,RED RIVER,4202,1,1719259.53092624,675445.703896703
1209 Ireland St B,1,0,37208,METRO,9208,19,1733033.17915923,668672.966482459
2424 Booker St B,1,0,37208,METRO,9303,21,1728183.97208916,666270.139749961
2937 Primrose Cir,1,0,37212,METRO,9402,18,1731885.35015134,651428.955546499
3324 Panorama Dr,1,0,37218,RED RIVER,4202,1,1719169.62703144,675320.356110358
4001 Wallace Ln,1,0,37215,RED RIVER,3304,34,1721818.33635253,646925.002635709
2127 Bernard Ave,1,0,37212,METRO,9305,18,1731073.73135041,655448.648311239
3857 Woodward Dr,1,0,37207,RED RIVER,3205,2,1728939.25514419,688900.935705589
111 Prospect Hill,1,0,37205,RED RIVER,2303S,25,1719643.73182042,649097.500156658
480 Brentview Hills Dr,1,0,37220,RED RIVER,2401,26,1745479.13992386,627660.750658995
509 Forest Pointe Pl,1,0,37013,RED RIVER,4503,29,1782666.22431378,632060.210661817
2812A Vaulx Ln,1,0,37204,METRO,9404,17,1738168.22228249,652173.687430281
304 Jeri Ct,1,0,37013,RED RIVER,4404,31,1765782.34200003,626411.174797373
826 Kirkwood Ave,1,0,37204,METRO,9404,17,1738453.79863373,651660.601384958
609 Roxanne Ct,1,0,37013,RED RIVER,4404,31,1762833.79847672,624427.202645547
100 Took Dr,1,0,37013,RED RIVER,4504,28,1776568.36851037,628096.805629302
825A Dewees Ave,1,0,37204,METRO,9404,17,1739022.15139346,652431.102095896
1907 Shelby Ave,1,0,37206,METRO,9508,6,1751045.79415132,669415.598323984
508 Barclay Square Ct,1,0,37013,RED RIVER,4501,28,1771462.90146015,633307.912639495
2816 Vaulx Ln,1,0,37204,METRO,9404,17,1738245.00007647,652051.801866107
920 Kirkwood Ave,1,0,37204,METRO,9404,17,1736837.48567765,651414.293488694
2803 W Kirkwood Ave,1,0,37204,METRO,9404,17,1737662.66421068,652050.028669719
825 Dewees Ave,1,0,37204,METRO,9404,17,1739008.0448268,652466.476354882
833 Dewees Ave,1,0,37204,METRO,9404,17,1738779.83069482,652525.556136195
5621 Cloverland Dr,1,0,37027,RED RIVER,4401,4,1741286.90744859,621650.154085153
833 Horner Ave,1,0,37204,METRO,9404,17,1738425.31836805,651918.194138805
4000 Anderson Rd,1,0,37217,RED RIVER,4506,29,1789740.56954885,645424.950802056
2837 Gaywinds Ct,1,0,37214,RED RIVER,1501,15,1766512.99843738,689207.799965891
1153 Antioch Pike,1,0,37211,RED RIVER,1403,13,1760272.33786684,642520.895859587
1517 12Th Ave N A,1,0,37208,WASTE IND,3207,21,1731693.83922656,671290.499585811
1305 N 6Th St,1,0,37207,METRO,9203,5,1744198.74499617,678336.407222446
621 Tosha Ct,1,0,37218,RED RIVER,3202,2,1726686.69939022,684177.962813714
1607 Straightway Ave,1,0,37206,METRO,9502,7,1751157.06240404,677797.431181248
1020 Flintlock Ct,1,0,37217,RED RIVER,2505,29,1780344.69759073,638079.729942636
517 Weakley Ave,1,0,37207,RED RIVER,3202,2,1737755.91999732,679610.813258009
604 Russell St,1,0,37206,RED RIVER,1507,6,1751703.25642423,670725.347028115
4171 Farmview Dr,1,0,37218,RED RIVER,3204,1,1723328.93776773,689987.153703912
601 Sue Ct,1,0,37013,RED RIVER,4404,31,1763262.84666451,624876.982282203
200 Sailboat Dr,1,0,37217,RED RIVER,2505,29,1782552.5466383,638329.692072368
308 Clark Hill Xing,1,0,37013,RED RIVER,4504,32,1783738.50344747,623121.024407783
1616 Cahal Ave,1,0,37206,METRO,9502,7,1751782.56297252,678736.799663953
2802 W Kirkwood Ave,1,0,37204,METRO,9404,17,1737706.59977847,652212.601687551
824 Kirkwood Ave,1,0,37204,METRO,9404,17,1738527.39854216,651670.200340619
837 Dewees Ave,1,0,37204,METRO,9404,17,1738646.66017937,652462.293745949
2305 Belmont Blvd,1,0,37212,METRO,9308,18,1733906.17318009,653856.023629933
816 Kirkwood Ave,1,0,37204,METRO,9404,17,1738832.19852858,651727.800010855
21St Ave N,1,0,37208,,,21,1729459.18123797,669825.054663091
121 Gordon Ter,1,0,37207,WASTE IND,2207,8,1743707.06902204,684683.694031312
1735 21St Ave N,1,0,37208,METRO,9201,21,1728904.78682844,672975.896687718
1110 Riverside Dr,1,0,37206,RED RIVER,1202,6,1753975.39898062,675862.3982288
6552 Marauder Dr,1,0,37209,RED RIVER,4205,20,1706517.80206191,660127.200836197
3510 Hydes Ferry Rd,1,0,37218,RED RIVER,4202,2,1720680.20136834,677997.598949024
2881 Old Matthews Rd,1,0,37207,WASTE IND,2206,2,1733897.57349728,685573.650391447
2711 Priest Lake Dr,1,0,37217,RED RIVER,4503,29,1782492.5071593,636463.056319789
3221 W Hamilton Ave,1,0,37218,RED RIVER,3204,1,1724286.60083885,684831.99997396
103 Timberline Ct,1,0,37207,RED RIVER,2201,2,1743018.443386,688009.4165557
4211 Eatons Creek Rd,1,0,37218,RED RIVER,3203,1,1713612.20003181,684906.399300671
2416 Grover St,1,0,37207,RED RIVER,3202,2,1732805.92430031,685370.503167388
3109 Stokers Ln,1,0,37218,RED RIVER,3202,2,1726260.20034059,684506.399282145
300 3Rd Ave N,1,0,37201,METRO,,19,1740068.04908768,665394.668401141
609 S 13Th St,1,0,37206,WASTE IND,4508,6,1747657.93408997,668865.701505741
1022 Stainback Ave,1,0,37207,METRO,9202,5,1742629.39530782,676618.427266544
881 Sharpe Ave,1,0,37206,METRO,9203,5,1745616.50630712,677044.523772431
117 Apollo Ct W,1,0,37013,RED RIVER,4501,28,1771207.80578566,632587.384654933
1721 7Th Ave N,1,0,37208,WASTE IND,3207,19,1733549.04701457,673992.016648837
1629 Chase St A,1,0,37216,METRO,9502,7,1751909.89901668,679564.255077318
1606 Boscobel St,1,0,37206,METRO,9508,6,1749472.88733194,669828.235119906
3033 Mossdale Dr,1,0,37013,RED RIVER,4503,29,1785291.65807614,633288.814401401
1331 Otay St,1,0,37216,METRO,9502,7,1752393.27220883,679947.129088304
4207 Sneed Rd,1,0,37215,RED RIVER,3304,34,1721331.40077321,644700.001103137
4017 Wallace Ln,1,0,37215,RED RIVER,3304,34,1721860.81355182,646456.455645846
127 Abbeywood Dr,1,0,37215,RED RIVER,3301,25,1725291.17082705,641033.643282706
4321 Sneed Rd,1,0,37215,RED RIVER,3301,34,1721193.80189078,643327.202036848
430 Kemper Dr N,1,0,37115,RED RIVER,3212,8,1746123.39982399,704792.79972308
1811 Shackleford Rd,1,0,37215,RED RIVER,3303,25,1729918.93994224,644688.181980861
4408 Glendale Square,1,0,37204,RED RIVER,3302S,25,1733336.25126517,641635.191688727
108 Iroquois Ct,1,0,37205,RED RIVER,3301,34,1718680.20127571,642720.000318866
1900 Lombardy Ave,1,0,37215,RED RIVER,4305,25,1731069.99343686,651000.283862649
105 Iroquois Ct,1,0,37205,RED RIVER,3301,34,1718766.60177044,642756.801262459
Marswen Dr,1,0,37216,,,8,1750142.09471995,693090.645062288
104 Iroquois Ct,1,0,37205,RED RIVER,3301,34,1718596.20101458,642743.201257872
4125 Wallace Ln,1,0,37215,RED RIVER,3304,34,1721936.86118405,645344.47075163
1515 Lock Rd,1,0,37207,RED RIVER,3202,2,1736484.91649136,680081.211466192
4326 Lindawood Dr,1,0,37215,RED RIVER,3301,34,1722641.18628704,642477.76668558
4320 Lindawood Dr,1,0,37215,RED RIVER,3301,34,1722649.80179991,642616.000749376
212 Craighead Ave,1,0,37205,RED RIVER,2304,24,1724295.40037623,655307.20130552
135 Postwood Pl,1,0,37205,RED RIVER,2302,24,1717011.38593032,653910.823357424
4225 Lindawood Dr,1,0,37215,RED RIVER,3301,34,1722574.60107616,643772.800557588
4205 Sneed Rd,1,0,37215,RED RIVER,3304,34,1721343.40194124,644798.400787135
4300 Lone Oak Rd,1,0,37215,RED RIVER,3305,25,1729472.04137742,643809.193877008
113 Apollo Ct,1,0,37013,RED RIVER,4501,28,1771174.86190937,632534.547105562
4633 Trousdale Dr,1,0,37204,RED RIVER,4302,26,1744932.33432504,638275.296531747
4341 Sneed Rd,1,0,37215,RED RIVER,3301,34,1721093.80139145,642417.600566056
105 Tomarand Ct,1,0,37013,RED RIVER,4405,30,1768468.99886436,627521.600430187
4311 Lindawood Dr,1,0,37215,RED RIVER,3301,34,1722423.9047937,642695.8713423
4305 Sneed Rd,1,0,37215,RED RIVER,3304,34,1721251.40156101,644013.601569993
890 Idlewild Dr,1,0,37115,RED RIVER,3314,7,1761134.59930033,698236.800072423
204 Flint Ridge Ct,1,0,37189,RED RIVER,3201,3,1728595.4000807,694569.599301031
4242 Lindawood Dr,1,0,37215,RED RIVER,3301,34,1722747.40008687,643598.400731556
32 Belcaro Cir,1,0,37215,RED RIVER,3303,25,1726779.18110636,642664.606963938
812 Clayton Ave,1,0,37204,RED RIVER,4301,17,1738268.17529162,651109.172943464
18 Belcaro Cir,1,0,37215,RED RIVER,3303,25,1726634.94942669,642683.19146024
3622 Floral Dr,1,0,37211,RED RIVER,4304,16,1751592.99992298,642452.800694327
100 Iroquois Ct,1,0,37205,RED RIVER,3301,34,1718588.79237104,642893.895038541
4131 Wallace Ln,1,0,37215,RED RIVER,3304,34,1721956.20156595,645240.801634746
1610 4Th Ave N,1,0,37208,WASTE IND,3207,19,1735142.48329062,673898.329614294
4301 Sneed Rd,1,0,37215,RED RIVER,3304,34,1721229.35225923,644213.390841516
631 Old Hickory Blvd,1,0,37209,RED RIVER,1301,22,1695773.80041661,648775.200033393
412 Woodberry Dr,1,0,37214,RED RIVER,2503,15,1765830.73872866,664788.902265039
519 Timmons St,1,0,37211,METRO,9408,16,1748093.31342197,646591.402979666
253 Fairway Dr,1,0,37214,RED RIVER,2503,15,1765830.44190918,666957.701128526
4007 Wallace Ln,1,0,37215,RED RIVER,3304,34,1721917.06051094,646732.645151125
4910 Darlington Ct,1,0,37211,RED RIVER,2404,26,1749871.53609566,633095.29565667
551 Huntington Pkwy,1,0,37211,RED RIVER,3402,27,1753968.27733194,624419.892441185
302 Pullen Ave,1,0,37207,METRO,9204,5,1742445.13327291,680480.901244187
305 Leopole Rd,1,0,37211,RED RIVER,3405,30,1758539.53677125,635130.494678559
3504 Melva Dr,1,0,37211,RED RIVER,1403,26,1758021.96862899,642311.200841219
430 Huntington Ridge Dr,1,0,37211,RED RIVER,3402S,27,1752433.38832946,626492.888840377
2909 Vaulx Ln,1,0,37204,RED RIVER,4301,17,1738291.59191526,651259.831629522
702 Bowling Ave,1,0,37215,RED RIVER,2303,24,1724428.60443687,652026.248183691
4008 Iroquois Ave,1,0,37205,RED RIVER,3301,34,1718891.40006658,643071.200204534
133 Postwood Pl,1,0,37205,RED RIVER,2302,24,1716871.26808879,653808.38898561
3617 Westbrook Ave,1,0,37205,METRO,9307,24,1723761.00112715,658308.801270411
4005 Iroquois Ave,1,0,37205,RED RIVER,3301,34,1719065.00047433,642858.400598345
3525 Seneca Forest Dr,1,0,37217,RED RIVER,3501,29,1787809.03646607,640492.555831168
914 E Trinity Ln,1,0,37207,METRO,9507,5,1747516.2001774,681716.799505161
4144 Highlander Ct,1,0,37013,RED RIVER,4504,28,1772869.08415475,628432.430709775
3353 Cain Harbor Dr,1,0,37214,RED RIVER,1501,15,1764166.9907204,694169.243106042
4627 Fanning Dr,1,0,37013,RED RIVER,4505,28,1769454.59849843,633049.60159645
5033 Mooregate Dr,1,0,37013,RED RIVER,3503,33,1793832.81152283,632055.364683171
2420 Evanfield Ct,1,0,37013,RED RIVER,4504,32,1777818.63297982,631351.601547487
1615 Branch St,1,0,37216,METRO,9505,7,1754381.06523326,679071.220173487
3411 Doriswood Ct,1,0,37013,RED RIVER,3504,33,1789069.38072941,634948.845304157
5129 Leath Dr,1,0,37211,RED RIVER,3401,27,1755232.87800219,626430.420198889
Meadowlake Dr,1,0,,,,,1826027.40220453,733168.782589975
4313 Lindawood Dr,1,0,37215,RED RIVER,3301,34,1722430.60091119,642601.601326506
4343 Sneed Rd,1,0,37215,RED RIVER,3301,34,1721049.8017258,642212.001660681
1427 Electric Ave,1,0,37206,METRO,9508,6,1748623.45800097,668116.878430324
3403 Woodberry Dr,1,0,37214,,,15,1772352.0481695,665722.111389758
2305 Scott Ave,1,0,37216,METRO,9502,7,1752357.1361128,680603.301356913
6728 Fleetwood Dr,1,0,37205,RED RIVER,1305,23,1707516.77018586,656666.065957098
112 Rothwood Ct,1,0,37115,RED RIVER,3314,7,1760740.69187807,699667.614348154
3804 Brighton Rd,1,0,37205,RED RIVER,2304,24,1722792.20114956,653865.600819254
2014 Belmont Blvd,1,0,37212,METRO,9401,18,1733727.4002986,655491.200087212
4433 Benchmark Dr,1,0,37013,RED RIVER,3503,33,1794931.29535036,632788.870532219
3340 Calais Cir,1,0,37013,RED RIVER,3504,29,1784156.44882343,631523.91180494
2715 Priest Lake Dr,1,0,37217,RED RIVER,4503,29,1782608.70577262,636300.57455394
4316 Cambridge Dr,1,0,37013,RED RIVER,3503,33,1794345.92922828,632989.926208941
3747 Colonial Heritage Dr,1,0,37217,RED RIVER,3501,29,1789169.74927774,644385.631842434
1121 Traceton Cir,1,0,37013,RED RIVER,3504,29,1784998.06808011,631709.541083326
6415 Futura Ct,1,0,37209,RED RIVER,4203,20,1707816.20180149,665080.800179144
6205 Mt View Rd,1,0,37013,RED RIVER,3503,33,1790885.79955831,631540.80050553
4408 Bench Mark Dr,1,0,37013,RED RIVER,3503,33,1794506.74092228,633047.339875914
4328 Cambridge Dr,1,0,37013,RED RIVER,3503,33,1794485.63944564,632834.110879212
720 Mainstream Dr,1,0,37228,METRO,,2,1727979.28999364,678240.079927076
800 Potter Ln,1,0,37206,,,6,1757480.19911525,672683.200764749
5304 Old Village Rd,1,0,37211,RED RIVER,4402,27,1752005.14641338,623780.390195953
552 Close Ln,1,0,37205,RED RIVER,1304,23,1712916.46939639,650000.858901374
1200 Shelby Ave A,1,0,37206,METRO,9508,6,1747343.92682302,669721.295070562
6511 Thunderbird Dr B,1,0,37209,RED RIVER,4205,20,1707533.92834975,660134.499167665
3415 Benham Ave B,1,0,37215,RED RIVER,3305,25,1729925.46073863,650041.920772477
143 Brenda Ln,1,0,37013,RED RIVER,3404,30,1764144.33761913,629613.695195028
213 Raymond St,1,0,37211,METRO,9408,16,1749618.24504344,643516.361927503
1125 Clifton Ln,1,0,37204,RED RIVER,4305,25,1734760.922108,649028.29364149
2706 Sunset Pl,1,0,37212,RED RIVER,2305,18,1728943.97415434,654834.29196515
3803 Cross Creek Rd,1,0,37215,,,25,1726094.38226591,647670.321751732
3804B Abbott Martin Rd,1,0,37215,RED RIVER,2303,25,1720689.40061486,647765.881025691
1614 Gartland Ave,1,0,37206,METRO,9501,6,1749950.59901979,672510.401754039
16 Compton Trce,1,0,37215,RED RIVER,3303,25,1728364.25145042,640936.001463069
3113 Torbett St,1,0,37209,WASTE IND,3307,21,1725408.79612499,665307.712288274
3800 Cross Creek Rd,1,0,37215,RED RIVER,3304,25,1726041.80084891,647700.000252705
810 28Th Ave N,1,0,37208,METRO,9304,21,1726769.84136802,666249.438897213
922 Havenhill Dr,1,0,37217,RED RIVER,1401,16,1755573.79823941,655097.001787506
407 Mc Donald Dr,1,0,37217,RED RIVER,1402,16,1760323.3994923,650081.601870825
2207 Hobbs Rd,1,0,37215,RED RIVER,3301,34,1725335.13321245,644562.029921186
568 Brook View Estates Dr,1,0,37013,RED RIVER,4404,31,1762934.71514105,625268.182763351
415 Glengarry Dr,1,0,37217,RED RIVER,1402,16,1759908.80415385,650323.788013916
2908 Tyne Blvd,1,0,37215,RED RIVER,3301,34,1716889.0017191,639078.400720085
733 Robert Burns Dr,1,0,37217,RED RIVER,1402,16,1760136.66408812,650497.57442493
505 Bel Air Dr,1,0,37217,RED RIVER,1403,13,1759700.19951488,644913.600127608
3452 Shakertown Rd,1,0,37013,RED RIVER,3502,33,1790999.82945273,636183.32522005
515 Hogan Rd,1,0,37220,RED RIVER,2403,26,1743863.39882888,631227.200981737
2611 Albion St,1,0,37208,METRO,9303,21,1727287.39544919,667717.992047887
820 Benton Ave,1,0,37204,METRO,9401,17,1737624.99975094,655976.80118219
4847 Aster Dr,1,0,37211,RED RIVER,1404,26,1755926.5989404,639001.601159769
4445 Benchmark Dr,1,0,37013,RED RIVER,3503,33,1795089.80970618,632639.232885353
1732 Lebanon Pike Cir,1,0,37210,RED RIVER,1504,15,1757836.99888641,663320.801680634
2941 Primrose Cir,1,0,37212,METRO,9402,18,1731832.22900754,651423.383758838
2606 Joplin Dr,1,0,37210,RED RIVER,4303,16,1754132.33617083,649292.897280143
4008 Clifton Ave,1,0,37209,RED RIVER,1309,21,1721908.88920882,665413.994059368
3706 Estes Rd,1,0,37215,RED RIVER,2303,25,1721398.93142801,648917.198173499
3521 Trimble Rd,1,0,37215,RED RIVER,3301,34,1723157.09430703,642591.943110504
1008 Battery Ln,1,0,37220,RED RIVER,3302,25,1734417.13454306,639917.696044858
1104 Clifton Ln,1,0,37204,RED RIVER,4305,25,1735092.17219126,649125.2493401
2514 Fairfax Ave,1,0,37212,METRO,9301,18,1729640.9990616,656825.621787318
4096 Kings Ln,1,0,37218,RED RIVER,3203,1,1716211.90453338,686729.97351817
807 13Th Ave S,1,0,37203,METRO,9405,19,1736257.08030219,662219.878044332
1623 11Th Ave N,1,0,37208,RED RIVER,3206,21,1731484.39881453,672386.135743842
944 Windrowe Dr,1,0,37205,RED RIVER,1301,23,1701596.20121659,649781.600372862
2606 Torbett St,1,0,37209,METRO,9303,21,1727581.80101917,665070.401805201
3747 Faulkner Dr,1,0,37211,RED RIVER,2405,30,1758235.40006837,634423.200081021
3910 Southview Dr,1,0,37218,RED RIVER,4202,1,1719586.60111586,684378.399355366
220 Pineway Dr,1,0,37217,RED RIVER,1403,13,1763214.59860517,648748.801421258
574 Holt Valley Rd,1,0,37221,,,22,1693619.07726874,640901.088254726
1008 Fairwin Ave,1,0,37216,METRO,9507,5,1748955.79816044,679816.398223951
1701 6Th Ave N,1,0,37208,WASTE IND,3207,19,1734117.88478192,673865.566043935
3868 Lunn Dr,1,0,37218,RED RIVER,3203,1,1717866.55391352,688620.840382141
500 Radnor St,1,0,37211,METRO,9408,16,1748453.93540919,645878.497401687
1007 Horseshoe Dr,1,0,37216,RED RIVER,2205,8,1752483.99630416,687382.190850541
3802 Crouch Dr,1,0,37207,RED RIVER,3205,2,1728594.78885024,686565.964630374
2306 Weona Dr,1,0,37214,RED RIVER,1503,15,1765726.38667779,672311.413879557
201 Zenyatta Dr,1,0,37013,RED RIVER,3504,33,1787968.18204573,629989.424454809
711 Myrtle St,1,0,37206,METRO,9504,5,1745106.59913182,674256.800247961
4432 Bench Mark Dr,1,0,37013,RED RIVER,3503,33,1794816.43239877,632747.061351814
2812 Creekview Dr,1,0,37217,RED RIVER,4503,29,1783928.1990738,635795.201707785
710 Setliff Pl,1,0,37206,METRO,9503,6,1750682.5990339,674340.802487849
4416 Bench Mark Dr,1,0,37013,RED RIVER,3503,33,1794606.61478108,632942.774381601
1311 Pierce Rd,1,0,37115,RED RIVER,3512,9,1760601.79888782,709068.399361119
2905 Mcgavock Pike,1,0,37214,RED RIVER,1502,15,1767980.99951454,681986.399363304
